split,original_id,question,gold_answer,base_label,oracle_label,base_missing_support_titles,injected_support_title_count,injected_support_titles,base_top_titles,oracle_top_titles
train,5a72160e55429971e9dc9253,"Who is the son of the author of the short story ""The Enormous Radio.""",Benjamin Hale Cheever,insufficient,sufficient,benjamin cheever || john cheever,2,benjamin cheever || john cheever,The Enormous Radio || Jesus' Son (short story collection) || Author! Author! (short story) || The Unfortunate Son || Terra Incognita (short story),Benjamin Cheever || John Cheever || The Enormous Radio || Jesus' Son (short story collection) || Author! Author! (short story)
train,5a7217f255429971e9dc9260,Which Member of Parliament for Macclesfield was married to Jane Ann Winterton?,Sir Nicholas Raymond Winterton,sufficient,sufficient,,0,,Ann Winterton || Nicholas Winterton || Macclesfield (UK Parliament constituency) || Earl Winterton || Ann Hartley,Ann Winterton || Nicholas Winterton || Macclesfield (UK Parliament constituency) || Earl Winterton || Ann Hartley
train,5a721b9055429971e9dc9277,"What airline holding company located in Solna Municipality, Sweden owns a technical aircraft maintenance company located in Arlanda, Sweden?",SAS Group,insufficient,sufficient,sas group,1,sas group,SAS Technical Services || Air Sweden || Nextjet || Swedavia || Skyways (airline),SAS Technical Services || SAS Group || Air Sweden || Nextjet || Swedavia
train,5a721bbc55429971e9dc9279,Which Grammy Nominated album was created by a band whose members include John Bowman?,Nature's Symphony in 432,insufficient,sufficient,nature's symphony in 432 || the isaacs,2,nature's symphony in 432 || the isaacs,Listen (Tim Bowman Jr. album) || Steve Bowman || Grammy Nominated (Kitaro) || Chick Corea Akoustic Band || Hacienda (album),Nature's Symphony in 432 || The Isaacs || Listen (Tim Bowman Jr. album) || Steve Bowman || Grammy Nominated (Kitaro)
train,5a721d5a55429971e9dc9283,What Australian beer is a British style pale ale whose label features a character conceived in 1926? ,Ballarat Bitter is a 4.9% (abv) Australian beer,sufficient,sufficient,,0,,Rye IPA || India pale ale || Bitter (beer) || Ballarat Bitter || Wild Goose (beer),Ballarat Bitter || Bitter (beer) || Rye IPA || India pale ale || Wild Goose (beer)
train,5a721dfd55429971e9dc928b,Which of Kylian Hazard's older brothers plays for the German Bundesliga club Borussia Mönchengladbach and the Belgium national team.,Thorgan Ganael Francis Hazard,sufficient,sufficient,,0,,Thorgan Hazard || Kylian Hazard || 2013–14 Borussia Mönchengladbach season || 2012–13 Borussia Mönchengladbach season || Borussia Mönchengladbach,Kylian Hazard || Thorgan Hazard || 2013–14 Borussia Mönchengladbach season || 2012–13 Borussia Mönchengladbach season || Borussia Mönchengladbach
train,5a7220f055429971e9dc92ac,What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,Volvo 850,sufficient,sufficient,,0,,Volvo S70 || Volvo 850 || Volvo P80 platform || Volvo P2 platform || Volvo 300 Series,Volvo 850 || Volvo S70 || Volvo P80 platform || Volvo P2 platform || Volvo 300 Series
train,5a72224755429971e9dc92be,"Which was founded first, Dain Rauscher Wessels or Berenberg Bank?",Dain Rauscher Wessels,sufficient,sufficient,,0,,Dain Rauscher Wessels || Tucker Anthony || J. B. Hanauer || Berenberg Bank || Cornelius von Berenberg-Gossler,Berenberg Bank || Dain Rauscher Wessels || Tucker Anthony || J. B. Hanauer || Cornelius von Berenberg-Gossler
train,5a7222b155429971e9dc92c4,"Which film, The Happiest Millionaire or Mars Needs Moms, was created first?",The Happiest Millionaire,sufficient,sufficient,,0,,The Happiest Millionaire (album) || Mars Needs Moms || The Happiest Millionaire || Mars Needs Guitars! || Dance Moms (season 5),Mars Needs Moms || The Happiest Millionaire || The Happiest Millionaire (album) || Mars Needs Guitars! || Dance Moms (season 5)
train,5a72239a55429971e9dc92cf,Who was soldier Archie A. Peck's commanding officer during the Meuse-Argonne Offensive?,Major Charles White Whittlesey,insufficient,sufficient,lost battalion (world war i),1,lost battalion (world war i),Archie A. Peck || American Order of Battle Meuse-Argonne Offensive || Francis Marshall (general) || Meuse-Argonne Offensive || Hotel Argonne,Archie A. Peck || Lost Battalion (World War I) || American Order of Battle Meuse-Argonne Offensive || Francis Marshall (general) || Meuse-Argonne Offensive
train,5a7224ab55429971e9dc92dd,"Who was the lead singer of Eighth Wonder and who was born on March, 4th in 1968?",Patricia Jude Francis Kensit,sufficient,sufficient,,0,,Fearless (Eighth Wonder album) || Eighth Wonder || Patsy Kensit || The Eighth Wonder || Eighth Wonder of the World,Eighth Wonder || Patsy Kensit || Fearless (Eighth Wonder album) || The Eighth Wonder || Eighth Wonder of the World
train,5a722b8655429971e9dc9329,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,Barton Lee Hazlewood,insufficient,sufficient,lee hazlewood,1,lee hazlewood,These Boots Are Made for Walkin' || Puss N' Boots/These Boots Are Made for Walkin' || Boots (EP) || Boots (album) || Kon Kan,These Boots Are Made for Walkin' || Lee Hazlewood || Puss N' Boots/These Boots Are Made for Walkin' || Boots (EP) || Boots (album)
train,5a722fae55429971e9dc9343,"What is the name of the daughter of the Irish entertainer in the girl band Maxi, Dick and Twink?",Chloë Alexandra Adele Emily Agnew,insufficient,sufficient,chloë agnew,1,chloë agnew,"Maxi, Dick and Twink || Adele King || Maxi (singer) || Girl Band (Irish band) || Dick Clark (disambiguation)","Adele King || Chloë Agnew || Maxi, Dick and Twink || Maxi (singer) || Girl Band (Irish band)"
train,5a72334755429971e9dc934c,"""Heartbreak Hurricane"" was recorded by which country artist, that also goes by the name Ricky Skaggs?",Rickie Lee Skaggs,insufficient,sufficient,ricky skaggs,1,ricky skaggs,Heartbreak Hurricane || Country Boy (Ricky Skaggs song) || Country Boy (Ricky Skaggs album) || The Country Gentlemen Featuring Ricky Skaggs on Fiddle || Live in London (Ricky Skaggs album),Heartbreak Hurricane || Ricky Skaggs || Country Boy (Ricky Skaggs song) || Country Boy (Ricky Skaggs album) || The Country Gentlemen Featuring Ricky Skaggs on Fiddle
train,5a72339855429971e9dc934d,"Which song reached number 3 on the ""Billboard"" Hot 100 that featured guest vocals fron Allessia Cara And Khalid?",1-800-273-8255,insufficient,sufficient,1-800-273-8255 (song),1,1-800-273-8255 (song),I've Been Around (song) || Alessia Cara || Harry Truman (song) || Wrap Her Up || Red Light (Linda Clifford song),Alessia Cara || 1-800-273-8255 (song) || I've Been Around (song) || Harry Truman (song) || Wrap Her Up
train,5a7243915542990c210a4086,"Where is the University of North Carolina at Wilmington, population 112,067 located?","Wilmington, North Carolina",sufficient,sufficient,,0,,"Wilmington, North Carolina || University of North Carolina at Wilmington Arboretum || List of University of North Carolina at Wilmington alumni || University of North Carolina at Wilmington || Wallburg, North Carolina","University of North Carolina at Wilmington || Wilmington, North Carolina || University of North Carolina at Wilmington Arboretum || List of University of North Carolina at Wilmington alumni || Wallburg, North Carolina"
train,5a7244955542990c210a408a,What was the name changed to after Allison J71 was modified to a thrust of 7400 lbf?,J35,sufficient,sufficient,,0,,Allison J71 || Allison J33 || Allison J35 || Target-type thrust reversal || Pratt & Whitney Canada JT15D,Allison J35 || Allison J71 || Allison J33 || Target-type thrust reversal || Pratt & Whitney Canada JT15D
train,5a7248665542990c210a40b1,What is the colloquial name of the professional football team in which striker Frederico Chaves Guedos played? ,Rooster,insufficient,sufficient,clube atlético mineiro,1,clube atlético mineiro,Fred (footballer) || Esteban Chaves || Freddy Chaves || José Carlos Chaves || Ryszard Kraus,Fred (footballer) || Clube Atlético Mineiro || Esteban Chaves || Freddy Chaves || José Carlos Chaves
train,5a724a2b5542990c210a40bc,What team plays within the Big 12 Conference and has Kevin Bookout playing for them?,Oklahoma Sooners men's basketball,insufficient,sufficient,oklahoma sooners men's basketball,1,oklahoma sooners men's basketball,Kevin Bookout || Big 12 Conference All-Time football team || Nebraska Cornhuskers wrestling || 2017 Iowa State Cyclones football team || 2011 Big 12 Conference football season,Kevin Bookout || Oklahoma Sooners men's basketball || Big 12 Conference All-Time football team || Nebraska Cornhuskers wrestling || 2017 Iowa State Cyclones football team
train,5a724ba25542990c210a40c7,What is the English translation of the social group which Baran Khan Kudezai was a part of?,grand assembly,insufficient,sufficient,loya jirga,1,loya jirga,"Baran Khan Kudezai || Gul Baran Khiljii || Dschinghis Khan (song) || Baranówka, Otwock County || Sonar Baran Pakhi","Baran Khan Kudezai || Loya jirga || Gul Baran Khiljii || Dschinghis Khan (song) || Baranówka, Otwock County"
train,5a724dc25542990c210a40df,"Which was released later, The Strongest Man in the World, or Roving Mars?",Roving Mars,insufficient,sufficient,the strongest man in the world,1,the strongest man in the world,Roving Mars || 2017 World's Strongest Man || 2002 World's Strongest Man || World's Strongest Woman || 2005 World's Strongest Man,Roving Mars || The Strongest Man in the World || 2017 World's Strongest Man || 2002 World's Strongest Man || World's Strongest Woman
train,5a7252db5542990c210a4104,What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr.,sufficient,sufficient,,0,,"Trump campaign–Russian meeting || Donald Trump Jr. || Donald Trump presidential campaign, 2020 || List of Donald Trump presidential campaign endorsements, 2016 || List of rallies for the Donald Trump presidential campaign, 2016","Donald Trump Jr. || Trump campaign–Russian meeting || Donald Trump presidential campaign, 2020 || List of Donald Trump presidential campaign endorsements, 2016 || List of rallies for the Donald Trump presidential campaign, 2016"
train,5a7261635542997f8278398a,Where is the city that Ingrida Ardišauskaitė was born in located in Lithuania?,a city in north-east Lithuania.,insufficient,sufficient,utena,1,utena,Ingrida Ardišauskaitė || Aurelija Mikušauskaitė || Kristina Ališauskaitė || Sonata Milušauskaitė || Ardière,Ingrida Ardišauskaitė || Utena || Aurelija Mikušauskaitė || Kristina Ališauskaitė || Sonata Milušauskaitė
train,5a72634d5542997f82783994,what city will host the event in which marie gisele eleme asse won twoo medals in 2017,Abidjan,insufficient,sufficient,2017 jeux de la francophonie,1,2017 jeux de la francophonie,"Marie Gisèle Eleme Asse || Eleme language || Billiards at the 2017 Summer Universiade || Twoo.com || Eleme, Mali",Marie Gisèle Eleme Asse || 2017 Jeux de la Francophonie || Eleme language || Billiards at the 2017 Summer Universiade || Twoo.com
train,5a72644b5542997f8278399a,What professional footballer who plays for Championship side Cardiff City was part of the 2009 Houphouët-Boigny stampede?,"Souleymane ""Sol"" Bamba",insufficient,sufficient,sol bamba,1,sol bamba,2009 Houphouët-Boigny stampede || 2013 Houphouët-Boigny stampede || Houphouët-Boigny (disambiguation) || Félix Houphouët-Boigny Peace Prize || Houphouët-Boigny Bridge,2009 Houphouët-Boigny stampede || Sol Bamba || 2013 Houphouët-Boigny stampede || Houphouët-Boigny (disambiguation) || Félix Houphouët-Boigny Peace Prize
train,5a7265825542997f827839a3,What Olympic medal did the opponent of Crawford Ashley for the World Boxing Association (WBA) World super middleweight title win in 1984?,a silver medal,insufficient,sufficient,virgil hill,1,virgil hill,Crawford Ashley || Jermain Mackey || Donovan Boucher || Super Six World Boxing Classic || Steve Foster (boxer),Crawford Ashley || Virgil Hill || Jermain Mackey || Donovan Boucher || Super Six World Boxing Classic
train,5a7265a95542992359bc307a,In what year did construction begin on the stadium where the 2013 America East Men's Lacrosse Tournament was held?,in 2000,insufficient,sufficient,kenneth p. lavalle stadium,1,kenneth p. lavalle stadium,2013 America East Men's Lacrosse Tournament || 2014 America East Men's Lacrosse Tournament || America East Conference Men's Lacrosse Tournament || 2012 America East Men's Lacrosse Tournament || 2011 America East Men's Lacrosse Tournament,2013 America East Men's Lacrosse Tournament || Kenneth P. LaValle Stadium || 2014 America East Men's Lacrosse Tournament || America East Conference Men's Lacrosse Tournament || 2012 America East Men's Lacrosse Tournament
train,5a7268235542992359bc3081,What unit of the Air National Guard is located at a base that was home to the 509th Bomb Wing flying the General Dynamics FB-111A?,133d Air Refueling Squadron,insufficient,sufficient,133d air refueling squadron,1,133d air refueling squadron,Pease Air National Guard Base || 509th Bomb Wing || 131st Bomb Wing || 509th Operations Group || 179th Fighter Squadron,Pease Air National Guard Base || 133d Air Refueling Squadron || 509th Bomb Wing || 131st Bomb Wing || 509th Operations Group
train,5a7269fa5542992359bc308d,"Which tennis player was born first, Kimberly Po or Leoš Friedl?",Leoš Friedl,sufficient,sufficient,,0,,Kimberly Po || 2001 Wimbledon Championships – Mixed Doubles || Leoš Friedl || 2001 Dubai Tennis Championships – Doubles || Kimberly Couts,Kimberly Po || Leoš Friedl || 2001 Wimbledon Championships – Mixed Doubles || 2001 Dubai Tennis Championships – Doubles || Kimberly Couts
train,5a726b0f5542997f827839be,"Who was born first, Samantha Cristoforetti or Jean-Loup Chrétien",Jean-Loup Jacques Marie Chrétien,insufficient,sufficient,samantha cristoforetti,1,samantha cristoforetti,Jean-Loup Chrétien || Jean Chrétien || Jean Chrétien Baud || Iron Man: The Defiant Reign of Jean Chrétien || Jean-Guy Chrétien,Jean-Loup Chrétien || Samantha Cristoforetti || Jean Chrétien || Jean Chrétien Baud || Iron Man: The Defiant Reign of Jean Chrétien
train,5a726ba35542997f827839c0,Which racecar driver who performed in the 1971 Canadian Grand Prix was born in 1937?,Mark Neary Donohue Jr.,insufficient,sufficient,1971 canadian grand prix || mark donohue,2,1971 canadian grand prix || mark donohue,Peter Ryan (racing driver) || Robert Ritchie (racing driver) || Bob Drake (racing driver) || 1971 British Grand Prix || 1971 Spanish Grand Prix,1971 Canadian Grand Prix || Mark Donohue || Peter Ryan (racing driver) || Robert Ritchie (racing driver) || Bob Drake (racing driver)
